Year,WZ2008_Code,Economic_Activity,Employee_Size_Class,Enterprises,Local units,Persons employed,Turnover,Turnover per enterprise,Turnover per person employed,Input of goods,Gross capital formation,Disposal of tangible fixed assets,Gross yield ratio,Expenditure
2005,WZ08-4651,"Wholesale of computers, equipment, software",1 to 2 persons employed,817.0,821.0,1227.0,119.0,145.0,97.0,76.0,1.0,0.0,35.8,102.0
2005,WZ08-4651,"Wholesale of computers, equipment, software",3 to 5 persons employed,406.0,409.0,1528.0,237.0,582.0,155.0,174.0,2.0,0.0,26.5,236.0
2005,WZ08-4651,"Wholesale of computers, equipment, software",6 to 19 persons employed,793.0,1047.0,8364.0,1665.0,2099.0,199.0,1181.0,12.0,9.0,29.1,1620.0
2005,WZ08-4651,"Wholesale of computers, equipment, software",20 or more persons employed,412.0,953.0,41107.0,28949.0,70350.0,704.0,23534.0,85.0,8.0,18.7,28086.0
2005,WZ08-4652,Wholesale of electronic and telecom. equipment,1 to 2 persons employed,3.0,3.0,3.0,2.0,692.0,692.0,1.0,0.0,0.0,41.9,2.0
2005,WZ08-4652,Wholesale of electronic and telecom. equipment,3 to 5 persons employed,162.0,163.0,500.0,200.0,1235.0,399.0,154.0,0.0,0.0,22.9,183.0
2005,WZ08-4652,Wholesale of electronic and telecom. equipment,6 to 19 persons employed,183.0,255.0,2245.0,1075.0,5862.0,479.0,727.0,6.0,1.0,32.4,963.0
2005,WZ08-4652,Wholesale of electronic and telecom. equipment,20 or more persons employed,104.0,193.0,5875.0,5595.0,53720.0,952.0,4816.0,8.0,1.0,13.9,5191.0
2005,WZ08-466,"Wholesale of other machinery, equipment, supplies",1 to 2 persons employed,4002.0,4078.0,5967.0,1237.0,309.0,207.0,878.0,39.0,3.0,29.1,1088.0
2005,WZ08-466,"Wholesale of other machinery, equipment, supplies",3 to 5 persons employed,3416.0,3704.0,13086.0,3689.0,1080.0,282.0,2818.0,30.0,10.0,23.6,3508.0
2005,WZ08-466,"Wholesale of other machinery, equipment, supplies",6 to 19 persons employed,3735.0,4693.0,37100.0,10735.0,2874.0,289.0,7631.0,91.0,32.0,28.9,9977.0
2005,WZ08-466,"Wholesale of other machinery, equipment, supplies",20 or more persons employed,1415.0,3720.0,79708.0,30738.0,21717.0,386.0,22064.0,353.0,119.0,28.2,29149.0
2005,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",1 to 2 persons employed,279.0,279.0,490.0,120.0,430.0,245.0,92.0,0.0,0.0,23.1,116.0
2005,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",3 to 5 persons employed,374.0,374.0,1248.0,340.0,908.0,272.0,245.0,1.0,2.0,27.8,303.0
2005,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",6 to 19 persons employed,535.0,545.0,5211.0,1073.0,2007.0,206.0,812.0,12.0,5.0,24.4,990.0
2005,WZ08-4661,"Wholesale of agric. machinery, equipment, supplies",20 or more persons employed,207.0,450.0,11915.0,4292.0,20769.0,360.0,3373.0,39.0,19.0,21.4,4166.0
2005,WZ08-4662,Wholesale of machine tools,1 to 2 persons employed,309.0,309.0,468.0,83.0,270.0,178.0,61.0,24.0,0.0,27.3,75.0
2005,WZ08-4662,Wholesale of machine tools,3 to 5 persons employed,214.0,220.0,922.0,195.0,911.0,211.0,138.0,1.0,1.0,29.2,182.0
2005,WZ08-4662,Wholesale of machine tools,6 to 19 persons employed,194.0,196.0,1463.0,391.0,2017.0,267.0,272.0,6.0,2.0,30.4,366.0
2005,WZ08-4662,Wholesale of machine tools,20 or more persons employed,150.0,171.0,5376.0,2579.0,17158.0,480.0,1853.0,30.0,15.0,28.2,2525.0
2005,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",1 to 2 persons employed,322.0,322.0,448.0,226.0,704.0,505.0,170.0,6.0,1.0,24.9,182.0
2005,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",3 to 5 persons employed,231.0,241.0,775.0,155.0,673.0,200.0,107.0,8.0,3.0,31.1,140.0
2005,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",6 to 19 persons employed,179.0,184.0,2006.0,516.0,2892.0,257.0,374.0,20.0,8.0,27.6,490.0
2005,WZ08-4663,"Wholesale of mining,constr.,civil engin.machinery",20 or more persons employed,91.0,372.0,7298.0,2925.0,32225.0,401.0,2142.0,96.0,31.0,26.8,2799.0
2005,WZ08-4664,Wholesale of machinery for the textile industry,1 to 2 persons employed,,,,,,,,,,,
2005,WZ08-4664,Wholesale of machinery for the textile industry,3 to 5 persons employed,30.0,30.0,95.0,58.0,1961.0,612.0,49.0,0.0,0.0,14.7,53.0
2005,WZ08-4664,Wholesale of machinery for the textile industry,6 to 19 persons employed,14.0,14.0,189.0,47.0,3344.0,248.0,35.0,0.0,0.0,25.5,46.0
2005,WZ08-4664,Wholesale of machinery for the textile industry,20 or more persons employed,7.0,38.0,772.0,151.0,21395.0,196.0,103.0,14.0,6.0,32.1,151.0
2005,WZ08-4665,Wholesale of office furniture,1 to 2 persons employed,224.0,224.0,345.0,65.0,291.0,189.0,51.0,1.0,0.0,22.0,71.0
2005,WZ08-4665,Wholesale of office furniture,3 to 5 persons employed,147.0,151.0,730.0,108.0,738.0,148.0,79.0,0.0,0.0,27.1,109.0
2005,WZ08-4665,Wholesale of office furniture,6 to 19 persons employed,167.0,205.0,1350.0,214.0,1280.0,158.0,126.0,2.0,0.0,40.8,198.0
2005,WZ08-4665,Wholesale of office furniture,20 or more persons employed,84.0,176.0,4156.0,1183.0,14068.0,285.0,757.0,7.0,1.0,36.0,1149.0
2005,WZ08-4666,Wholesale of other office machinery and equipment,1 to 2 persons employed,61.0,61.0,116.0,8.0,140.0,73.0,4.0,0.0,0.0,48.5,6.0
2005,WZ08-4666,Wholesale of other office machinery and equipment,3 to 5 persons employed,142.0,142.0,458.0,76.0,538.0,166.0,44.0,0.0,1.0,42.2,71.0
2005,WZ08-4666,Wholesale of other office machinery and equipment,6 to 19 persons employed,149.0,577.0,1670.0,250.0,1681.0,150.0,148.0,1.0,0.0,40.7,230.0
2005,WZ08-4666,Wholesale of other office machinery and equipment,20 or more persons employed,14.0,83.0,2093.0,751.0,54903.0,359.0,444.0,5.0,1.0,40.9,743.0
2005,WZ08-4669,Wholesale of other machinery and equipment,1 to 2 persons employed,2808.0,2883.0,4099.0,734.0,261.0,179.0,499.0,7.0,2.0,32.0,637.0
2005,WZ08-4669,Wholesale of other machinery and equipment,3 to 5 persons employed,2279.0,2547.0,8858.0,2757.0,1210.0,311.0,2155.0,21.0,3.0,21.8,2651.0
2005,WZ08-4669,Wholesale of other machinery and equipment,6 to 19 persons employed,2498.0,2973.0,25212.0,8244.0,3300.0,327.0,5864.0,50.0,16.0,28.9,7657.0
2005,WZ08-4669,Wholesale of other machinery and equipment,20 or more persons employed,863.0,2430.0,48097.0,18857.0,21854.0,392.0,13393.0,160.0,45.0,29.0,17616.0
2005,WZ08-467,Other specialised wholesale,1 to 2 persons employed,4291.0,4300.0,6609.0,18252.0,4253.0,2762.0,17616.0,24.0,8.0,3.5,18084.0
2005,WZ08-467,Other specialised wholesale,3 to 5 persons employed,4415.0,5046.0,17096.0,8175.0,1852.0,478.0,6850.0,38.0,7.0,16.2,7785.0
2005,WZ08-467,Other specialised wholesale,6 to 19 persons employed,5303.0,6497.0,53576.0,34338.0,6475.0,641.0,29391.0,205.0,31.0,14.4,33306.0
2005,WZ08-467,Other specialised wholesale,20 or more persons employed,3018.0,8457.0,223922.0,173971.0,57650.0,777.0,148718.0,988.0,189.0,14.5,167379.0
2005,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",1 to 2 persons employed,189.0,191.0,291.0,15015.0,79483.0,51660.0,14936.0,0.0,2.0,0.5,14972.0
2005,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",3 to 5 persons employed,258.0,353.0,923.0,2452.0,9486.0,2657.0,2344.0,4.0,1.0,4.4,2436.0
2005,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",6 to 19 persons employed,348.0,564.0,3831.0,10773.0,30981.0,2812.0,10312.0,22.0,4.0,4.3,10656.0
2005,WZ08-4671,"Wholesale of solid,liquid,gaseous fuels, rel.prod.",20 or more persons employed,219.0,891.0,15377.0,75972.0,346127.0,4941.0,69853.0,172.0,60.0,8.1,72685.0
2005,WZ08-4672,Wholesale of metals and metal ores,1 to 2 persons employed,451.0,451.0,608.0,1162.0,2578.0,1913.0,1035.0,8.0,0.0,11.0,1105.0
2005,WZ08-4672,Wholesale of metals and metal ores,3 to 5 persons employed,379.0,379.0,1465.0,1345.0,3553.0,918.0,1153.0,2.0,1.0,14.3,1245.0
2005,WZ08-4672,Wholesale of metals and metal ores,6 to 19 persons employed,557.0,624.0,5719.0,7744.0,13896.0,1354.0,6696.0,14.0,2.0,13.5,7448.0
2005,WZ08-4672,Wholesale of metals and metal ores,20 or more persons employed,571.0,1529.0,39591.0,30061.0,52662.0,759.0,25636.0,177.0,29.0,14.7,29249.0
2005,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",1 to 2 persons employed,1600.0,1600.0,2489.0,969.0,606.0,389.0,759.0,8.0,3.0,21.6,951.0
2005,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",3 to 5 persons employed,1643.0,1871.0,6419.0,1369.0,833.0,213.0,997.0,8.0,3.0,27.2,1277.0
2005,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",6 to 19 persons employed,2295.0,2778.0,22071.0,6651.0,2898.0,301.0,5164.0,81.0,14.0,22.4,6344.0
2005,WZ08-4673,"Wholesale of wood,constr.materials,sanitary equip.",20 or more persons employed,1099.0,2829.0,69610.0,25566.0,23272.0,367.0,20526.0,209.0,41.0,19.7,24852.0
2005,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",1 to 2 persons employed,1019.0,1020.0,1548.0,252.0,247.0,163.0,168.0,2.0,3.0,33.4,227.0
2005,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",3 to 5 persons employed,1200.0,1273.0,4811.0,948.0,790.0,197.0,692.0,13.0,1.0,27.0,882.0
2005,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",6 to 19 persons employed,1110.0,1510.0,11680.0,2879.0,2595.0,247.0,2087.0,28.0,4.0,27.5,2758.0
2005,WZ08-4674,"Wholesale of hardware,plumbing,heating equip.,sup.",20 or more persons employed,745.0,2210.0,70368.0,18703.0,25111.0,266.0,13166.0,228.0,31.0,29.6,17902.0
2005,WZ08-4675,Wholesale of chemical products,1 to 2 persons employed,547.0,551.0,929.0,699.0,1279.0,753.0,600.0,1.0,0.0,14.3,687.0
2005,WZ08-4675,Wholesale of chemical products,3 to 5 persons employed,482.0,709.0,1835.0,883.0,1832.0,481.0,714.0,7.0,1.0,19.2,846.0
2005,WZ08-4675,Wholesale of chemical products,6 to 19 persons employed,537.0,560.0,5622.0,4558.0,8495.0,811.0,3823.0,27.0,3.0,16.1,4485.0
2005,WZ08-4675,Wholesale of chemical products,20 or more persons employed,241.0,505.0,20360.0,16825.0,69787.0,826.0,13731.0,140.0,13.0,18.4,16045.0
2005,WZ08-4676,Wholesale of other intermediate products,1 to 2 persons employed,80.0,82.0,146.0,31.0,385.0,212.0,23.0,0.0,0.0,25.2,27.0
2005,WZ08-4676,Wholesale of other intermediate products,3 to 5 persons employed,6.0,6.0,23.0,17.0,2825.0,737.0,15.0,0.0,0.0,14.2,16.0
2005,WZ08-4676,Wholesale of other intermediate products,6 to 19 persons employed,75.0,75.0,589.0,345.0,4611.0,586.0,287.0,0.0,0.0,16.9,343.0
2005,WZ08-4676,Wholesale of other intermediate products,20 or more persons employed,12.0,21.0,798.0,681.0,56747.0,853.0,596.0,2.0,1.0,12.4,661.0
2005,WZ08-4677,Wholesale of waste and scrap,1 to 2 persons employed,405.0,405.0,600.0,123.0,305.0,206.0,95.0,4.0,0.0,23.0,114.0
2005,WZ08-4677,Wholesale of waste and scrap,3 to 5 persons employed,447.0,455.0,1620.0,1161.0,2598.0,717.0,936.0,5.0,1.0,19.4,1082.0
2005,WZ08-4677,Wholesale of waste and scrap,6 to 19 persons employed,381.0,387.0,4064.0,1387.0,3636.0,341.0,1023.0,34.0,3.0,26.2,1272.0
2005,WZ08-4677,Wholesale of waste and scrap,20 or more persons employed,131.0,473.0,7818.0,6165.0,47073.0,789.0,5210.0,61.0,14.0,15.5,5986.0
2005,WZ08-469,Non-specialised wholesale trade,1 to 2 persons employed,643.0,643.0,833.0,8018.0,12463.0,9630.0,7888.0,1.0,0.0,1.6,7948.0
2005,WZ08-469,Non-specialised wholesale trade,3 to 5 persons employed,324.0,348.0,1272.0,623.0,1923.0,490.0,488.0,2.0,0.0,21.6,584.0
2005,WZ08-469,Non-specialised wholesale trade,6 to 19 persons employed,363.0,417.0,3422.0,1978.0,5450.0,578.0,1624.0,11.0,1.0,17.9,1927.0
2005,WZ08-469,Non-specialised wholesale trade,20 or more persons employed,187.0,3156.0,65350.0,31045.0,165718.0,475.0,24955.0,336.0,106.0,19.6,29699.0
2005,WZ08-462-01,Wholesale (without wholesaling on a fee),1 to 2 persons employed,21043.0,21233.0,31053.0,38297.0,1820.0,1233.0,35907.0,94.0,27.0,6.2,37422.0
2005,WZ08-462-01,Wholesale (without wholesaling on a fee),3 to 5 persons employed,17427.0,19096.0,66321.0,25342.0,1454.0,382.0,20727.0,122.0,29.0,18.2,24134.0
2005,WZ08-462-01,Wholesale (without wholesaling on a fee),6 to 19 persons employed,19347.0,24920.0,198357.0,93705.0,4843.0,472.0,76376.0,554.0,128.0,18.5,89730.0
2005,WZ08-462-01,Wholesale (without wholesaling on a fee),20 or more persons employed,10440.0,43109.0,863521.0,528696.0,50639.0,612.0,430584.0,3384.0,685.0,18.6,510841.0
2005,WZ08-462-02,Production-related trade,1 to 2 persons employed,11800.0,11916.0,17741.0,21429.0,1816.0,1208.0,20149.0,73.0,16.0,6.0,21023.0
2005,WZ08-462-02,Production-related trade,3 to 5 persons employed,10057.0,11010.0,38373.0,15052.0,1497.0,392.0,12250.0,80.0,21.0,18.6,14242.0
2005,WZ08-462-02,Production-related trade,6 to 19 persons employed,11276.0,14017.0,113576.0,57057.0,5060.0,502.0,47011.0,364.0,77.0,17.6,54726.0
2005,WZ08-462-02,Production-related trade,20 or more persons employed,5505.0,17742.0,404671.0,275489.0,50044.0,681.0,230724.0,1773.0,412.0,16.2,265051.0
2005,WZ08-463-01,Consumption-related trade,1 to 2 persons employed,9243.0,9318.0,13312.0,16868.0,1825.0,1267.0,15758.0,21.0,11.0,6.6,16399.0
2005,WZ08-463-01,Consumption-related trade,3 to 5 persons employed,7370.0,8086.0,27948.0,10290.0,1396.0,368.0,8477.0,42.0,8.0,17.6,9892.0
2005,WZ08-463-01,Consumption-related trade,6 to 19 persons employed,8071.0,10903.0,84780.0,36648.0,4541.0,432.0,29366.0,190.0,51.0,19.9,35003.0
2005,WZ08-463-01,Consumption-related trade,20 or more persons employed,4936.0,25367.0,458850.0,253207.0,51302.0,552.0,199861.0,1611.0,273.0,21.1,245790.0
2005,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",1 to 2 persons employed,97885.0,100715.0,148373.0,13457.0,137.0,91.0,8791.0,120.0,21.0,34.7,11308.0
2005,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",3 to 5 persons employed,83805.0,90505.0,302777.0,24954.0,298.0,82.0,16672.0,239.0,38.0,33.2,23072.0
2005,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",6 to 19 persons employed,57212.0,71954.0,549870.0,65775.0,1150.0,120.0,44219.0,519.0,91.0,32.8,59194.0
2005,WZ08-47,"Retail trade, except motor vehicles a. motorcycles",20 or more persons employed,11234.0,87846.0,1568172.0,251863.0,22419.0,161.0,173700.0,3587.0,636.0,31.0,247232.0
2005,WZ08-471,Retail sale in non-specialised stores,1 to 2 persons employed,10708.0,10754.0,16803.0,1668.0,156.0,99.0,1216.0,8.0,2.0,27.1,1486.0
2005,WZ08-471,Retail sale in non-specialised stores,3 to 5 persons employed,8119.0,8936.0,28883.0,2310.0,285.0,80.0,1637.0,16.0,5.0,29.2,2140.0
2005,WZ08-471,Retail sale in non-specialised stores,6 to 19 persons employed,6838.0,8001.0,72235.0,7047.0,1031.0,98.0,4835.0,38.0,14.0,31.4,6329.0
2005,WZ08-471,Retail sale in non-specialised stores,20 or more persons employed,3347.0,26306.0,750421.0,132082.0,39466.0,176.0,100523.0,1871.0,155.0,23.9,132092.0
2005,WZ08-4711,Retail sale in non-spec. stores with food etc.,1 to 2 persons employed,7088.0,7117.0,11444.0,1145.0,162.0,100.0,855.0,6.0,1.0,25.3,1032.0
2005,WZ08-4711,Retail sale in non-spec. stores with food etc.,3 to 5 persons employed,5669.0,6206.0,20193.0,1650.0,291.0,82.0,1179.0,13.0,4.0,28.5,1522.0
2005,WZ08-4711,Retail sale in non-spec. stores with food etc.,6 to 19 persons employed,5001.0,5681.0,52245.0,5055.0,1011.0,97.0,3610.0,32.0,12.0,28.6,4568.0
2005,WZ08-4711,Retail sale in non-spec. stores with food etc.,20 or more persons employed,2881.0,22999.0,618786.0,115686.0,40155.0,187.0,89896.0,1659.0,129.0,22.3,116070.0
2005,WZ08-4719,Other retail sale in non-specialised stores,1 to 2 persons employed,3620.0,3637.0,5359.0,523.0,145.0,98.0,361.0,2.0,1.0,31.1,454.0
2005,WZ08-4719,Other retail sale in non-specialised stores,3 to 5 persons employed,2450.0,2730.0,8691.0,660.0,269.0,76.0,457.0,3.0,1.0,30.7,618.0
2005,WZ08-4719,Other retail sale in non-specialised stores,6 to 19 persons employed,1838.0,2321.0,19990.0,1993.0,1084.0,100.0,1226.0,6.0,2.0,38.5,1761.0
2005,WZ08-4719,Other retail sale in non-specialised stores,20 or more persons employed,466.0,3307.0,131636.0,16396.0,35206.0,125.0,10627.0,212.0,26.0,35.2,16022.0
2005,WZ08-472,"Retail sale of food, beverages and tobacco",1 to 2 persons employed,11778.0,12365.0,18038.0,1696.0,144.0,94.0,1201.0,22.0,2.0,29.2,1469.0
2005,WZ08-472,"Retail sale of food, beverages and tobacco",3 to 5 persons employed,9503.0,10249.0,34417.0,2567.0,270.0,75.0,1750.0,22.0,4.0,31.8,2340.0
2005,WZ08-472,"Retail sale of food, beverages and tobacco",6 to 19 persons employed,5004.0,7181.0,46318.0,3566.0,713.0,77.0,2365.0,40.0,5.0,33.7,3275.0
2005,WZ08-472,"Retail sale of food, beverages and tobacco",20 or more persons employed,1040.0,7672.0,60804.0,5606.0,5391.0,92.0,3629.0,83.0,4.0,35.3,5410.0
2005,WZ08-4721,Retail sale of fruit and vegetables,1 to 2 persons employed,1575.0,1645.0,2567.0,204.0,130.0,79.0,138.0,9.0,0.0,32.5,174.0
2005,WZ08-4721,Retail sale of fruit and vegetables,3 to 5 persons employed,1322.0,1467.0,4657.0,253.0,191.0,54.0,173.0,2.0,0.0,31.6,239.0
2005,WZ08-4721,Retail sale of fruit and vegetables,6 to 19 persons employed,667.0,995.0,6263.0,332.0,497.0,53.0,221.0,5.0,1.0,33.3,313.0
2005,WZ08-4721,Retail sale of fruit and vegetables,20 or more persons employed,80.0,175.0,2523.0,195.0,2427.0,77.0,113.0,3.0,1.0,42.3,166.0
2005,WZ08-4722,Retail sale of meat and meat products,1 to 2 persons employed,613.0,625.0,867.0,112.0,182.0,129.0,77.0,1.0,0.0,30.6,92.0
2005,WZ08-4722,Retail sale of meat and meat products,3 to 5 persons employed,1069.0,1183.0,4093.0,235.0,220.0,58.0,128.0,8.0,0.0,45.5,198.0
2005,WZ08-4722,Retail sale of meat and meat products,6 to 19 persons employed,1030.0,1453.0,9509.0,556.0,540.0,58.0,290.0,6.0,1.0,47.9,475.0
2005,WZ08-4722,Retail sale of meat and meat products,20 or more persons employed,210.0,1259.0,13519.0,1024.0,4884.0,76.0,584.0,12.0,1.0,42.9,973.0
2005,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",1 to 2 persons employed,313.0,318.0,520.0,32.0,102.0,61.0,17.0,1.0,0.0,46.5,25.0
2005,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",3 to 5 persons employed,339.0,339.0,1352.0,83.0,244.0,61.0,50.0,1.0,0.0,40.1,74.0
2005,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",6 to 19 persons employed,232.0,257.0,2282.0,119.0,515.0,52.0,62.0,1.0,0.0,48.1,100.0
2005,WZ08-4723,"Retail sale of fish, crustaceans and molluscs",20 or more persons employed,24.0,44.0,678.0,41.0,1704.0,60.0,20.0,1.0,0.0,50.4,36.0
2005,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",1 to 2 persons employed,1188.0,1208.0,1784.0,105.0,89.0,59.0,68.0,1.0,0.0,35.5,91.0
2005,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",3 to 5 persons employed,1179.0,1251.0,4240.0,180.0,153.0,42.0,105.0,1.0,0.0,41.8,176.0
2005,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",6 to 19 persons employed,818.0,1303.0,7755.0,319.0,390.0,41.0,162.0,6.0,1.0,49.3,297.0
2005,WZ08-4724,"Retail sale of bread,cakes,flour a. sugar confect.",20 or more persons employed,206.0,2727.0,17964.0,969.0,4695.0,54.0,479.0,26.0,1.0,50.6,945.0
2005,WZ08-4725,Retail sale of beverages,1 to 2 persons employed,4660.0,4750.0,6874.0,596.0,128.0,87.0,419.0,7.0,1.0,29.6,517.0
2005,WZ08-4725,Retail sale of beverages,3 to 5 persons employed,2396.0,2686.0,8453.0,776.0,324.0,92.0,527.0,7.0,3.0,32.1,704.0
2005,WZ08-4725,Retail sale of beverages,6 to 19 persons employed,1068.0,1489.0,9869.0,1272.0,1191.0,129.0,941.0,13.0,1.0,26.1,1199.0
2005,WZ08-4725,Retail sale of beverages,20 or more persons employed,228.0,2317.0,14554.0,2274.0,9987.0,156.0,1653.0,28.0,1.0,27.3,2214.0
2005,WZ08-4726,Retail sale of tobacco products,1 to 2 persons employed,2079.0,2431.0,3380.0,457.0,220.0,135.0,355.0,1.0,0.0,22.4,407.0
2005,WZ08-4726,Retail sale of tobacco products,3 to 5 persons employed,1849.0,1939.0,6754.0,777.0,420.0,115.0,600.0,3.0,0.0,22.8,703.0
2005,WZ08-4726,Retail sale of tobacco products,6 to 19 persons employed,630.0,873.0,5313.0,608.0,965.0,114.0,467.0,4.0,1.0,23.2,565.0
2005,WZ08-4726,Retail sale of tobacco products,20 or more persons employed,74.0,384.0,2987.0,392.0,5288.0,131.0,318.0,4.0,0.0,19.0,393.0
2005,WZ08-4729,Other retail sale of food,1 to 2 persons employed,1350.0,1388.0,2047.0,190.0,141.0,93.0,127.0,1.0,0.0,33.4,165.0
2005,WZ08-4729,Other retail sale of food,3 to 5 persons employed,1348.0,1384.0,4867.0,263.0,195.0,54.0,168.0,2.0,0.0,36.2,246.0
2005,WZ08-4729,Other retail sale of food,6 to 19 persons employed,558.0,811.0,5327.0,359.0,644.0,67.0,222.0,4.0,0.0,38.2,326.0
2005,WZ08-4729,Other retail sale of food,20 or more persons employed,218.0,766.0,8579.0,711.0,3265.0,83.0,462.0,11.0,0.0,35.0,684.0
2005,WZ08-473,Retail sale of automotive fuel,1 to 2 persons employed,727.0,728.0,1151.0,498.0,685.0,433.0,390.0,3.0,0.0,21.6,422.0
2005,WZ08-473,Retail sale of automotive fuel,3 to 5 persons employed,876.0,891.0,3273.0,711.0,812.0,217.0,504.0,7.0,1.0,29.1,598.0
2005,WZ08-473,Retail sale of automotive fuel,6 to 19 persons employed,2763.0,3072.0,30604.0,4817.0,1743.0,157.0,3497.0,20.0,5.0,27.4,4217.0
2005,WZ08-473,Retail sale of automotive fuel,20 or more persons employed,473.0,840.0,15480.0,3448.0,7290.0,223.0,2373.0,33.0,2.0,31.2,2811.0
2005,WZ08-474,Retail sale of information a. communication equip.,1 to 2 persons employed,5623.0,5645.0,8270.0,734.0,131.0,89.0,437.0,7.0,1.0,40.5,569.0
2005,WZ08-474,Retail sale of information a. communication equip.,3 to 5 persons employed,3706.0,3912.0,13172.0,1290.0,348.0,98.0,827.0,34.0,2.0,35.9,1157.0
